times,stop_id1,longitude1,latitude1,stop_id2,longitude2,latitude2
1,U101028,304887.38405355706,2767467.1732987813,U101033,305025.60845183476,2767731.3544056807
404,U101028,304887.38405355706,2767467.1732987813,U101034,304794.8708493626,2767632.952849143
2,U101028,304887.38405355706,2767467.1732987813,U101042,304975.8725117133,2767800.9376219264
1,U101028,304887.38405355706,2767467.1732987813,U101193,304939.6360419377,2767776.4232206563
1,U101028,304887.38405355706,2767467.1732987813,U119049,304400.6621605508,2768031.2477738545
80,U101028,304887.38405355706,2767467.1732987813,U119051,304754.32142501854,2767677.0972402007
1,U101028,304887.38405355706,2767467.1732987813,U119052,304559.4712443352,2767943.2669394603
2,U101028,304887.38405355706,2767467.1732987813,U119064,304902.0743870699,2767830.5482248515
1,U101028,304887.38405355706,2767467.1732987813,U119084,304807.5625565405,2767991.8890027944
3,U101028,304887.38405355706,2767467.1732987813,U119085,304749.2153849521,2767944.0253971517
6,U101028,304887.38405355706,2767467.1732987813,U119089,304744.46169487643,2767870.900099199
1,U101028,304887.38405355706,2767467.1732987813,U119091,304973.457593252,2767899.510632437
345,U101031,305205.8306238709,2767591.406579966,U101032,305040.86823355366,2767701.508704955
107,U101031,305205.8306238709,2767591.406579966,U101033,305025.60845183476,2767731.3544056807
1,U101031,305205.8306238709,2767591.406579966,U101038,304785.47565774847,2768214.4423564468
79,U101031,305205.8306238709,2767591.406579966,U101042,304975.8725117133,2767800.9376219264
55,U101031,305205.8306238709,2767591.406579966,U101193,304939.6360419377,2767776.4232206563
11,U101031,305205.8306238709,2767591.406579966,U119043,305036.42089613504,2767803.3965355647
2,U101031,305205.8306238709,2767591.406579966,U119049,304400.6621605508,2768031.2477738545
1,U101031,305205.8306238709,2767591.406579966,U119050,304257.745746599,2767929.8819174194
1,U101031,305205.8306238709,2767591.406579966,U119052,304559.4712443352,2767943.2669394603
1,U101031,305205.8306238709,2767591.406579966,U119058,304078.516526145,2768077.59959358
36,U101031,305205.8306238709,2767591.406579966,U119064,304902.0743870699,2767830.5482248515
2,U101031,305205.8306238709,2767591.406579966,U119068,304675.97157807957,2768087.729499767
1,U101031,305205.8306238709,2767591.406579966,U119069,304404.09539726644,2768183.0122685987
1,U101031,305205.8306238709,2767591.406579966,U119071,304491.0594642331,2768141.2671251013
1,U101031,305205.8306238709,2767591.406579966,U119076,304696.4449396659,2768015.8127894
1,U101031,305205.8306238709,2767591.406579966,U119077,304096.06848404446,2767977.9787600175
2,U101031,305205.8306238709,2767591.406579966,U119083,304344.041751931,2768056.4990195655
1,U101031,305205.8306238709,2767591.406579966,U119084,304807.5625565405,2767991.8890027944
8,U101031,305205.8306238709,2767591.406579966,U119085,304749.2153849521,2767944.0253971517
1,U101031,305205.8306238709,2767591.406579966,U119087,304531.9491991297,2767758.1762209553
2,U101031,305205.8306238709,2767591.406579966,U119088,304849.52992343716,2768097.286044661
4,U101031,305205.8306238709,2767591.406579966,U119089,304744.46169487643,2767870.900099199
8,U101031,305205.8306238709,2767591.406579966,U119091,304973.457593252,2767899.510632437
809,U101032,305040.86823355366,2767701.508704955,U101033,305025.60845183476,2767731.3544056807
1,U101032,305040.86823355366,2767701.508704955,U101036,305000.7550048541,2768138.8774073054
3,U101032,305040.86823355366,2767701.508704955,U101037,304934.95705389883,2768187.350405404
6,U101032,305040.86823355366,2767701.508704955,U101038,304785.47565774847,2768214.4423564468
584,U101032,305040.86823355366,2767701.508704955,U101042,304975.8725117133,2767800.9376219264
495,U101032,305040.86823355366,2767701.508704955,U101193,304939.6360419377,2767776.4232206563
1,U101032,305040.86823355366,2767701.508704955,U101209,304653.2629303035,2768213.9131795364
162,U101032,305040.86823355366,2767701.508704955,U119043,305036.42089613504,2767803.3965355647
8,U101032,305040.86823355366,2767701.508704955,U119049,304400.6621605508,2768031.2477738545
5,U101032,305040.86823355366,2767701.508704955,U119050,304257.745746599,2767929.8819174194
14,U101032,305040.86823355366,2767701.508704955,U119052,304559.4712443352,2767943.2669394603
2,U101032,305040.86823355366,2767701.508704955,U119054,304539.92383030953,2768036.233267107
2,U101032,305040.86823355366,2767701.508704955,U119058,304078.516526145,2768077.59959358
210,U101032,305040.86823355366,2767701.508704955,U119064,304902.0743870699,2767830.5482248515
7,U101032,305040.86823355366,2767701.508704955,U119067,304645.4013813154,2768160.7135526733
12,U101032,305040.86823355366,2767701.508704955,U119068,304675.97157807957,2768087.729499767
3,U101032,305040.86823355366,2767701.508704955,U119069,304404.09539726644,2768183.0122685987
6,U101032,305040.86823355366,2767701.508704955,U119071,304491.0594642331,2768141.2671251013
2,U101032,305040.86823355366,2767701.508704955,U119072,304366.593607451,2767969.0827363613
4,U101032,305040.86823355366,2767701.508704955,U119075,304495.30130300473,2767836.6746926173
16,U101032,305040.86823355366,2767701.508704955,U119076,304696.4449396659,2768015.8127894
2,U101032,305040.86823355366,2767701.508704955,U119077,304096.06848404446,2767977.9787600175
1,U101032,305040.86823355366,2767701.508704955,U119082,304279.5693560593,2767771.571761908
4,U101032,305040.86823355366,2767701.508704955,U119083,304344.041751931,2768056.4990195655
16,U101032,305040.86823355366,2767701.508704955,U119084,304807.5625565405,2767991.8890027944
52,U101032,305040.86823355366,2767701.508704955,U119085,304749.2153849521,2767944.0253971517
3,U101032,305040.86823355366,2767701.508704955,U119086,304427.48961921706,2767884.03441135
5,U101032,305040.86823355366,2767701.508704955,U119087,304531.9491991297,2767758.1762209553
9,U101032,305040.86823355366,2767701.508704955,U119088,304849.52992343716,2768097.286044661
36,U101032,305040.86823355366,2767701.508704955,U119089,304744.46169487643,2767870.900099199
1,U101032,305040.86823355366,2767701.508704955,U119090,304086.01224370755,2768223.841658546
33,U101032,305040.86823355366,2767701.508704955,U119091,304973.457593252,2767899.510632437
1,U101033,305025.60845183476,2767731.3544056807,U101034,304794.8708493626,2767632.952849143
4,U101033,305025.60845183476,2767731.3544056807,U101036,305000.7550048541,2768138.8774073054
7,U101033,305025.60845183476,2767731.3544056807,U101037,304934.95705389883,2768187.350405404
8,U101033,305025.60845183476,2767731.3544056807,U101038,304785.47565774847,2768214.4423564468
1,U101033,305025.60845183476,2767731.3544056807,U101039,304580.5831346477,2768216.945838149
805,U101033,305025.60845183476,2767731.3544056807,U101042,304975.8725117133,2767800.9376219264
1,U101033,305025.60845183476,2767731.3544056807,U101191,305065.24971735774,2768163.505791441
484,U101033,305025.60845183476,2767731.3544056807,U101193,304939.6360419377,2767776.4232206563
3,U101033,305025.60845183476,2767731.3544056807,U101209,304653.2629303035,2768213.9131795364
348,U101033,305025.60845183476,2767731.3544056807,U119043,305036.42089613504,2767803.3965355647
10,U101033,305025.60845183476,2767731.3544056807,U119049,304400.6621605508,2768031.2477738545
5,U101033,305025.60845183476,2767731.3544056807,U119050,304257.745746599,2767929.8819174194
2,U101033,305025.60845183476,2767731.3544056807,U119051,304754.32142501854,2767677.0972402007
29,U101033,305025.60845183476,2767731.3544056807,U119052,304559.4712443352,2767943.2669394603
1,U101033,305025.60845183476,2767731.3544056807,U119053,304279.8069850875,2768220.17903347
3,U101033,305025.60845183476,2767731.3544056807,U119054,304539.92383030953,2768036.233267107
3,U101033,305025.60845183476,2767731.3544056807,U119058,304078.516526145,2768077.59959358
315,U101033,305025.60845183476,2767731.3544056807,U119064,304902.0743870699,2767830.5482248515
9,U101033,305025.60845183476,2767731.3544056807,U119067,304645.4013813154,2768160.7135526733
18,U101033,305025.60845183476,2767731.3544056807,U119068,304675.97157807957,2768087.729499767
4,U101033,305025.60845183476,2767731.3544056807,U119069,304404.09539726644,2768183.0122685987
7,U101033,305025.60845183476,2767731.3544056807,U119071,304491.0594642331,2768141.2671251013
1,U101033,305025.60845183476,2767731.3544056807,U119072,304366.593607451,2767969.0827363613
8,U101033,305025.60845183476,2767731.3544056807,U119075,304495.30130300473,2767836.6746926173
20,U101033,305025.60845183476,2767731.3544056807,U119076,304696.4449396659,2768015.8127894
2,U101033,305025.60845183476,2767731.3544056807,U119077,304096.06848404446,2767977.9787600175
1,U101033,305025.60845183476,2767731.3544056807,U119078,304387.5589369512,2767773.1085310616
7,U101033,305025.60845183476,2767731.3544056807,U119083,304344.041751931,2768056.4990195655
25,U101033,305025.60845183476,2767731.3544056807,U119084,304807.5625565405,2767991.8890027944
89,U101033,305025.60845183476,2767731.3544056807,U119085,304749.2153849521,2767944.0253971517
2,U101033,305025.60845183476,2767731.3544056807,U119086,304427.48961921706,2767884.03441135
11,U101033,305025.60845183476,2767731.3544056807,U119087,304531.9491991297,2767758.1762209553
18,U101033,305025.60845183476,2767731.3544056807,U119088,304849.52992343716,2768097.286044661
65,U101033,305025.60845183476,2767731.3544056807,U119089,304744.46169487643,2767870.900099199
2,U101033,305025.60845183476,2767731.3544056807,U119090,304086.01224370755,2768223.841658546
55,U101033,305025.60845183476,2767731.3544056807,U119091,304973.457593252,2767899.510632437
1,U101034,304794.8708493626,2767632.952849143,U101039,304580.5831346477,2768216.945838149
2,U101034,304794.8708493626,2767632.952849143,U101042,304975.8725117133,2767800.9376219264
1,U101034,304794.8708493626,2767632.952849143,U101193,304939.6360419377,2767776.4232206563
1,U101034,304794.8708493626,2767632.952849143,U119049,304400.6621605508,2768031.2477738545
301,U101034,304794.8708493626,2767632.952849143,U119051,304754.32142501854,2767677.0972402007
4,U101034,304794.8708493626,2767632.952849143,U119052,304559.4712443352,2767943.2669394603
2,U101034,304794.8708493626,2767632.952849143,U119064,304902.0743870699,2767830.5482248515
1,U101034,304794.8708493626,2767632.952849143,U119068,304675.97157807957,2768087.729499767
1,U101034,304794.8708493626,2767632.952849143,U119084,304807.5625565405,2767991.8890027944
7,U101034,304794.8708493626,2767632.952849143,U119085,304749.2153849521,2767944.0253971517
19,U101034,304794.8708493626,2767632.952849143,U119089,304744.46169487643,2767870.900099199
1,U101034,304794.8708493626,2767632.952849143,U119091,304973.457593252,2767899.510632437
7,U101035,305267.2882577112,2767868.5726687424,U101098,305547.5978275398,2767688.050342419
50,U101035,305267.2882577112,2767868.5726687424,U101188,305412.8944548137,2767802.7016720683
385,U101036,305000.7550048541,2768138.8774073054,U101037,304934.95705389883,2768187.350405404
116,U101036,305000.7550048541,2768138.8774073054,U101038,304785.47565774847,2768214.4423564468
9,U101036,305000.7550048541,2768138.8774073054,U101039,304580.5831346477,2768216.945838149
4,U101036,305000.7550048541,2768138.8774073054,U101042,304975.8725117133,2767800.9376219264
1,U101036,305000.7550048541,2768138.8774073054,U101091,305166.3482356597,2768421.336320616
2,U101036,305000.7550048541,2768138.8774073054,U101092,305209.08166401193,2768286.0405381876
13,U101036,305000.7550048541,2768138.8774073054,U101093,304909.3092171517,2768265.7812737348
1,U101036,305000.7550048541,2768138.8774073054,U101123,305345.1025579184,2768342.9710429506
2,U101036,305000.7550048541,2768138.8774073054,U101181,303869.45185604505,2767601.5842635278
2,U101036,305000.7550048541,2768138.8774073054,U101184,303828.23826356273,2767815.2020408446
36,U101036,305000.7550048541,2768138.8774073054,U101191,305065.24971735774,2768163.505791441
1,U101036,305000.7550048541,2768138.8774073054,U101193,304939.6360419377,2767776.4232206563
35,U101036,305000.7550048541,2768138.8774073054,U101209,304653.2629303035,2768213.9131795364
1,U101036,305000.7550048541,2768138.8774073054,U106003,303933.87012367585,2767493.175877421
2,U101036,305000.7550048541,2768138.8774073054,U119043,305036.42089613504,2767803.3965355647
2,U101036,305000.7550048541,2768138.8774073054,U119045,303898.4734739493,2767920.707275566
2,U101036,305000.7550048541,2768138.8774073054,U119047,304342.8992766746,2767836.0681499476
1,U101036,305000.7550048541,2768138.8774073054,U119048,303932.04602679855,2767597.400309477
15,U101036,305000.7550048541,2768138.8774073054,U119049,304400.6621605508,2768031.2477738545
10,U101036,305000.7550048541,2768138.8774073054,U119050,304257.745746599,2767929.8819174194
23,U101036,305000.7550048541,2768138.8774073054,U119052,304559.4712443352,2767943.2669394603
9,U101036,305000.7550048541,2768138.8774073054,U119054,304539.92383030953,2768036.233267107
5,U101036,305000.7550048541,2768138.8774073054,U119055,304081.35434119095,2767870.4766107467
1,U101036,305000.7550048541,2768138.8774073054,U119057,304216.146611313,2767730.336376061
2,U101036,305000.7550048541,2768138.8774073054,U119058,304078.516526145,2768077.59959358
5,U101036,305000.7550048541,2768138.8774073054,U119064,304902.0743870699,2767830.5482248515
2,U101036,305000.7550048541,2768138.8774073054,U119065,304070.6639647796,2767766.313414839
38,U101036,305000.7550048541,2768138.8774073054,U119067,304645.4013813154,2768160.7135526733
57,U101036,305000.7550048541,2768138.8774073054,U119068,304675.97157807957,2768087.729499767
1,U101036,305000.7550048541,2768138.8774073054,U119069,304404.09539726644,2768183.0122685987
16,U101036,305000.7550048541,2768138.8774073054,U119071,304491.0594642331,2768141.2671251013
2,U101036,305000.7550048541,2768138.8774073054,U119072,304366.593607451,2767969.0827363613
13,U101036,305000.7550048541,2768138.8774073054,U119075,304495.30130300473,2767836.6746926173
12,U101036,305000.7550048541,2768138.8774073054,U119076,304696.4449396659,2768015.8127894
3,U101036,305000.7550048541,2768138.8774073054,U119077,304096.06848404446,2767977.9787600175
2,U101036,305000.7550048541,2768138.8774073054,U119079,303950.5628750776,2767764.7313586273
6,U101036,305000.7550048541,2768138.8774073054,U119083,304344.041751931,2768056.4990195655
32,U101036,305000.7550048541,2768138.8774073054,U119084,304807.5625565405,2767991.8890027944
13,U101036,305000.7550048541,2768138.8774073054,U119085,304749.2153849521,2767944.0253971517
1,U101036,305000.7550048541,2768138.8774073054,U119086,304427.48961921706,2767884.03441135
6,U101036,305000.7550048541,2768138.8774073054,U119087,304531.9491991297,2767758.1762209553
310,U101036,305000.7550048541,2768138.8774073054,U119088,304849.52992343716,2768097.286044661
1,U101036,305000.7550048541,2768138.8774073054,U119089,304744.46169487643,2767870.900099199
1,U101036,305000.7550048541,2768138.8774073054,U119091,304973.457593252,2767899.510632437
254,U101037,304934.95705389883,2768187.350405404,U101038,304785.47565774847,2768214.4423564468
26,U101037,304934.95705389883,2768187.350405404,U101039,304580.5831346477,2768216.945838149
8,U101037,304934.95705389883,2768187.350405404,U101042,304975.8725117133,2767800.9376219264
1,U101037,304934.95705389883,2768187.350405404,U101092,305209.08166401193,2768286.0405381876
23,U101037,304934.95705389883,2768187.350405404,U101093,304909.3092171517,2768265.7812737348
2,U101037,304934.95705389883,2768187.350405404,U101181,303869.45185604505,2767601.5842635278
2,U101037,304934.95705389883,2768187.350405404,U101184,303828.23826356273,2767815.2020408446
40,U101037,304934.95705389883,2768187.350405404,U101191,305065.24971735774,2768163.505791441
1,U101037,304934.95705389883,2768187.350405404,U101193,304939.6360419377,2767776.4232206563
85,U101037,304934.95705389883,2768187.350405404,U101209,304653.2629303035,2768213.9131795364
1,U101037,304934.95705389883,2768187.350405404,U106003,303933.87012367585,2767493.175877421
4,U101037,304934.95705389883,2768187.350405404,U119043,305036.42089613504,2767803.3965355647
2,U101037,304934.95705389883,2768187.350405404,U119045,303898.4734739493,2767920.707275566
3,U101037,304934.95705389883,2768187.350405404,U119047,304342.8992766746,2767836.0681499476
1,U101037,304934.95705389883,2768187.350405404,U119048,303932.04602679855,2767597.400309477
20,U101037,304934.95705389883,2768187.350405404,U119049,304400.6621605508,2768031.2477738545
12,U101037,304934.95705389883,2768187.350405404,U119050,304257.745746599,2767929.8819174194
41,U101037,304934.95705389883,2768187.350405404,U119052,304559.4712443352,2767943.2669394603
18,U101037,304934.95705389883,2768187.350405404,U119054,304539.92383030953,2768036.233267107
5,U101037,304934.95705389883,2768187.350405404,U119055,304081.35434119095,2767870.4766107467
1,U101037,304934.95705389883,2768187.350405404,U119057,304216.146611313,2767730.336376061
2,U101037,304934.95705389883,2768187.350405404,U119058,304078.516526145,2768077.59959358
14,U101037,304934.95705389883,2768187.350405404,U119064,304902.0743870699,2767830.5482248515
2,U101037,304934.95705389883,2768187.350405404,U119065,304070.6639647796,2767766.313414839
81,U101037,304934.95705389883,2768187.350405404,U119067,304645.4013813154,2768160.7135526733
121,U101037,304934.95705389883,2768187.350405404,U119068,304675.97157807957,2768087.729499767
1,U101037,304934.95705389883,2768187.350405404,U119069,304404.09539726644,2768183.0122685987
22,U101037,304934.95705389883,2768187.350405404,U119071,304491.0594642331,2768141.2671251013
1,U101037,304934.95705389883,2768187.350405404,U119072,304366.593607451,2767969.0827363613
23,U101037,304934.95705389883,2768187.350405404,U119075,304495.30130300473,2767836.6746926173
34,U101037,304934.95705389883,2768187.350405404,U119076,304696.4449396659,2768015.8127894
3,U101037,304934.95705389883,2768187.350405404,U119077,304096.06848404446,2767977.9787600175
2,U101037,304934.95705389883,2768187.350405404,U119079,303950.5628750776,2767764.7313586273
6,U101037,304934.95705389883,2768187.350405404,U119083,304344.041751931,2768056.4990195655
73,U101037,304934.95705389883,2768187.350405404,U119084,304807.5625565405,2767991.8890027944
45,U101037,304934.95705389883,2768187.350405404,U119085,304749.2153849521,2767944.0253971517
2,U101037,304934.95705389883,2768187.350405404,U119086,304427.48961921706,2767884.03441135
7,U101037,304934.95705389883,2768187.350405404,U119087,304531.9491991297,2767758.1762209553
571,U101037,304934.95705389883,2768187.350405404,U119088,304849.52992343716,2768097.286044661
11,U101037,304934.95705389883,2768187.350405404,U119089,304744.46169487643,2767870.900099199
2,U101037,304934.95705389883,2768187.350405404,U119091,304973.457593252,2767899.510632437
193,U101038,304785.47565774847,2768214.4423564468,U101039,304580.5831346477,2768216.945838149
12,U101038,304785.47565774847,2768214.4423564468,U101042,304975.8725117133,2767800.9376219264
1,U101038,304785.47565774847,2768214.4423564468,U101091,305166.3482356597,2768421.336320616
1,U101038,304785.47565774847,2768214.4423564468,U101092,305209.08166401193,2768286.0405381876
72,U101038,304785.47565774847,2768214.4423564468,U101093,304909.3092171517,2768265.7812737348
5,U101038,304785.47565774847,2768214.4423564468,U101166,304960.45692086767,2768622.767883643
7,U101038,304785.47565774847,2768214.4423564468,U101181,303869.45185604505,2767601.5842635278
4,U101038,304785.47565774847,2768214.4423564468,U101184,303828.23826356273,2767815.2020408446
4,U101038,304785.47565774847,2768214.4423564468,U101190,304606.75791882776,2768486.214418667
25,U101038,304785.47565774847,2768214.4423564468,U101191,305065.24971735774,2768163.505791441
4,U101038,304785.47565774847,2768214.4423564468,U101193,304939.6360419377,2767776.4232206563
622,U101038,304785.47565774847,2768214.4423564468,U101209,304653.2629303035,2768213.9131795364
1,U101038,304785.47565774847,2768214.4423564468,U106003,303933.87012367585,2767493.175877421
1,U101038,304785.47565774847,2768214.4423564468,U106004,303878.52616485825,2767552.7718251296
3,U101038,304785.47565774847,2768214.4423564468,U119043,305036.42089613504,2767803.3965355647
2,U101038,304785.47565774847,2768214.4423564468,U119044,304258.6614724658,2767444.726314164
7,U101038,304785.47565774847,2768214.4423564468,U119045,303898.4734739493,2767920.707275566
1,U101038,304785.47565774847,2768214.4423564468,U119046,304172.09304415,2767385.6766714025
13,U101038,304785.47565774847,2768214.4423564468,U119047,304342.8992766746,2767836.0681499476
4,U101038,304785.47565774847,2768214.4423564468,U119048,303932.04602679855,2767597.400309477
99,U101038,304785.47565774847,2768214.4423564468,U119049,304400.6621605508,2768031.2477738545
74,U101038,304785.47565774847,2768214.4423564468,U119050,304257.745746599,2767929.8819174194
1,U101038,304785.47565774847,2768214.4423564468,U119051,304754.32142501854,2767677.0972402007
113,U101038,304785.47565774847,2768214.4423564468,U119052,304559.4712443352,2767943.2669394603
4,U101038,304785.47565774847,2768214.4423564468,U119053,304279.8069850875,2768220.17903347
76,U101038,304785.47565774847,2768214.4423564468,U119054,304539.92383030953,2768036.233267107
27,U101038,304785.47565774847,2768214.4423564468,U119055,304081.35434119095,2767870.4766107467
3,U101038,304785.47565774847,2768214.4423564468,U119056,304031.6167940712,2767686.406888939
5,U101038,304785.47565774847,2768214.4423564468,U119057,304216.146611313,2767730.336376061
8,U101038,304785.47565774847,2768214.4423564468,U119058,304078.516526145,2768077.59959358
6,U101038,304785.47565774847,2768214.4423564468,U119059,304290.13719641976,2767651.9854011023
5,U101038,304785.47565774847,2768214.4423564468,U119060,304285.2182209214,2767619.843458284
6,U101038,304785.47565774847,2768214.4423564468,U119061,304285.4600585135,2767558.9226009357
1,U101038,304785.47565774847,2768214.4423564468,U119063,304132.6515840725,2767660.2224196363
25,U101038,304785.47565774847,2768214.4423564468,U119064,304902.0743870699,2767830.5482248515
3,U101038,304785.47565774847,2768214.4423564468,U119065,304070.6639647796,2767766.313414839
4,U101038,304785.47565774847,2768214.4423564468,U119066,304128.2036436572,2768273.853790149
834,U101038,304785.47565774847,2768214.4423564468,U119067,304645.4013813154,2768160.7135526733
413,U101038,304785.47565774847,2768214.4423564468,U119068,304675.97157807957,2768087.729499767
10,U101038,304785.47565774847,2768214.4423564468,U119069,304404.09539726644,2768183.0122685987
3,U101038,304785.47565774847,2768214.4423564468,U119070,304080.35209444124,2767613.493381914
135,U101038,304785.47565774847,2768214.4423564468,U119071,304491.0594642331,2768141.2671251013
10,U101038,304785.47565774847,2768214.4423564468,U119072,304366.593607451,2767969.0827363613
82,U101038,304785.47565774847,2768214.4423564468,U119075,304495.30130300473,2767836.6746926173
81,U101038,304785.47565774847,2768214.4423564468,U119076,304696.4449396659,2768015.8127894
19,U101038,304785.47565774847,2768214.4423564468,U119077,304096.06848404446,2767977.9787600175
3,U101038,304785.47565774847,2768214.4423564468,U119078,304387.5589369512,2767773.1085310616
5,U101038,304785.47565774847,2768214.4423564468,U119079,303950.5628750776,2767764.7313586273
1,U101038,304785.47565774847,2768214.4423564468,U119080,304184.40665204986,2767589.536564357
2,U101038,304785.47565774847,2768214.4423564468,U119082,304279.5693560593,2767771.571761908
56,U101038,304785.47565774847,2768214.4423564468,U119083,304344.041751931,2768056.4990195655
73,U101038,304785.47565774847,2768214.4423564468,U119084,304807.5625565405,2767991.8890027944
60,U101038,304785.47565774847,2768214.4423564468,U119085,304749.2153849521,2767944.0253971517
30,U101038,304785.47565774847,2768214.4423564468,U119086,304427.48961921706,2767884.03441135
31,U101038,304785.47565774847,2768214.4423564468,U119087,304531.9491991297,2767758.1762209553
445,U101038,304785.47565774847,2768214.4423564468,U119088,304849.52992343716,2768097.286044661
17,U101038,304785.47565774847,2768214.4423564468,U119089,304744.46169487643,2767870.900099199
5,U101038,304785.47565774847,2768214.4423564468,U119090,304086.01224370755,2768223.841658546
5,U101038,304785.47565774847,2768214.4423564468,U119091,304973.457593252,2767899.510632437
1,U101039,304580.5831346477,2768216.945838149,U101040,304120.86262069363,2768343.6079418934
1,U101039,304580.5831346477,2768216.945838149,U101042,304975.8725117133,2767800.9376219264
11,U101039,304580.5831346477,2768216.945838149,U101093,304909.3092171517,2768265.7812737348
1,U101039,304580.5831346477,2768216.945838149,U101166,304960.45692086767,2768622.767883643
5,U101039,304580.5831346477,2768216.945838149,U101181,303869.45185604505,2767601.5842635278
3,U101039,304580.5831346477,2768216.945838149,U101184,303828.23826356273,2767815.2020408446
2,U101039,304580.5831346477,2768216.945838149,U101190,304606.75791882776,2768486.214418667
5,U101039,304580.5831346477,2768216.945838149,U101191,305065.24971735774,2768163.505791441
375,U101039,304580.5831346477,2768216.945838149,U101209,304653.2629303035,2768213.9131795364
2,U101039,304580.5831346477,2768216.945838149,U106004,303878.52616485825,2767552.7718251296
2,U101039,304580.5831346477,2768216.945838149,U119044,304258.6614724658,2767444.726314164
3,U101039,304580.5831346477,2768216.945838149,U119045,303898.4734739493,2767920.707275566
2,U101039,304580.5831346477,2768216.945838149,U119046,304172.09304415,2767385.6766714025
9,U101039,304580.5831346477,2768216.945838149,U119047,304342.8992766746,2767836.0681499476
1,U101039,304580.5831346477,2768216.945838149,U119048,303932.04602679855,2767597.400309477
124,U101039,304580.5831346477,2768216.945838149,U119049,304400.6621605508,2768031.2477738545
58,U101039,304580.5831346477,2768216.945838149,U119050,304257.745746599,2767929.8819174194
1,U101039,304580.5831346477,2768216.945838149,U119051,304754.32142501854,2767677.0972402007
116,U101039,304580.5831346477,2768216.945838149,U119052,304559.4712443352,2767943.2669394603
16,U101039,304580.5831346477,2768216.945838149,U119053,304279.8069850875,2768220.17903347
146,U101039,304580.5831346477,2768216.945838149,U119054,304539.92383030953,2768036.233267107
21,U101039,304580.5831346477,2768216.945838149,U119055,304081.35434119095,2767870.4766107467
4,U101039,304580.5831346477,2768216.945838149,U119056,304031.6167940712,2767686.406888939
6,U101039,304580.5831346477,2768216.945838149,U119057,304216.146611313,2767730.336376061
6,U101039,304580.5831346477,2768216.945838149,U119058,304078.516526145,2768077.59959358
6,U101039,304580.5831346477,2768216.945838149,U119059,304290.13719641976,2767651.9854011023
5,U101039,304580.5831346477,2768216.945838149,U119060,304285.2182209214,2767619.843458284
5,U101039,304580.5831346477,2768216.945838149,U119061,304285.4600585135,2767558.9226009357
2,U101039,304580.5831346477,2768216.945838149,U119063,304132.6515840725,2767660.2224196363
3,U101039,304580.5831346477,2768216.945838149,U119064,304902.0743870699,2767830.5482248515
1,U101039,304580.5831346477,2768216.945838149,U119065,304070.6639647796,2767766.313414839
3,U101039,304580.5831346477,2768216.945838149,U119066,304128.2036436572,2768273.853790149
789,U101039,304580.5831346477,2768216.945838149,U119067,304645.4013813154,2768160.7135526733
345,U101039,304580.5831346477,2768216.945838149,U119068,304675.97157807957,2768087.729499767
35,U101039,304580.5831346477,2768216.945838149,U119069,304404.09539726644,2768183.0122685987
4,U101039,304580.5831346477,2768216.945838149,U119070,304080.35209444124,2767613.493381914
203,U101039,304580.5831346477,2768216.945838149,U119071,304491.0594642331,2768141.2671251013
9,U101039,304580.5831346477,2768216.945838149,U119072,304366.593607451,2767969.0827363613
4,U101039,304580.5831346477,2768216.945838149,U119074,304324.660155528,2767600.0620383685
56,U101039,304580.5831346477,2768216.945838149,U119075,304495.30130300473,2767836.6746926173
76,U101039,304580.5831346477,2768216.945838149,U119076,304696.4449396659,2768015.8127894
10,U101039,304580.5831346477,2768216.945838149,U119077,304096.06848404446,2767977.9787600175
6,U101039,304580.5831346477,2768216.945838149,U119078,304387.5589369512,2767773.1085310616
3,U101039,304580.5831346477,2768216.945838149,U119079,303950.5628750776,2767764.7313586273
1,U101039,304580.5831346477,2768216.945838149,U119081,304410.37141425925,2767366.6845407994
3,U101039,304580.5831346477,2768216.945838149,U119082,304279.5693560593,2767771.571761908
37,U101039,304580.5831346477,2768216.945838149,U119083,304344.041751931,2768056.4990195655
16,U101039,304580.5831346477,2768216.945838149,U119084,304807.5625565405,2767991.8890027944
23,U101039,304580.5831346477,2768216.945838149,U119085,304749.2153849521,2767944.0253971517
32,U101039,304580.5831346477,2768216.945838149,U119086,304427.48961921706,2767884.03441135
20,U101039,304580.5831346477,2768216.945838149,U119087,304531.9491991297,2767758.1762209553
52,U101039,304580.5831346477,2768216.945838149,U119088,304849.52992343716,2768097.286044661
14,U101039,304580.5831346477,2768216.945838149,U119089,304744.46169487643,2767870.900099199
4,U101039,304580.5831346477,2768216.945838149,U119090,304086.01224370755,2768223.841658546
200,U101040,304120.86262069363,2768343.6079418934,U101041,303967.4658199644,2768340.786180201
1,U101040,304120.86262069363,2768343.6079418934,U101181,303869.45185604505,2767601.5842635278
35,U101040,304120.86262069363,2768343.6079418934,U101185,303902.66000249493,2768394.8063203176
42,U101040,304120.86262069363,2768343.6079418934,U101216,304102.48575776024,2768396.703368487
2,U101040,304120.86262069363,2768343.6079418934,U119045,303898.4734739493,2767920.707275566
5,U101040,304120.86262069363,2768343.6079418934,U119049,304400.6621605508,2768031.2477738545
13,U101040,304120.86262069363,2768343.6079418934,U119050,304257.745746599,2767929.8819174194
1,U101040,304120.86262069363,2768343.6079418934,U119052,304559.4712443352,2767943.2669394603
62,U101040,304120.86262069363,2768343.6079418934,U119053,304279.8069850875,2768220.17903347
